# k, C_hat(k)   (L=11.0, k_min=0.5711986642890533)
4.093590427404881771e-01,5.624493827361911826e+02
1.228077128221464420e+00,2.296055774900556798e+02
2.046795213702440996e+00,1.145635259193649915e+02
2.865513299183417129e+00,4.894859715780137321e+01
3.684231384664393705e+00,2.333985821079805589e+01
4.502949470145369837e+00,1.132144612738799871e+01
5.321667555626346413e+00,6.341605229533989530e+00
6.140385641107322101e+00,3.062220357160208906e+00
6.959103726588299565e+00,1.801825259053858375e+00
7.777821812069275254e+00,1.184019407492963527e+00
8.596539897550250942e+00,7.716363641569743415e-01
9.415257983031228406e+00,5.491253867591648907e-01
1.023397606851220409e+01,3.837619196556187884e-01
1.105269415399317978e+01,2.748932528720486879e-01
1.187141223947415725e+01,2.115686616301725165e-01
1.269013032495513471e+01,1.667542556042122259e-01
1.350884841043610862e+01,1.365763923554628168e-01
1.432756649591708609e+01,1.122492717609294283e-01
1.514628458139806355e+01,8.963556112916312713e-02
1.596500266687903924e+01,7.220978642220426957e-02
1.678372075236001493e+01,6.311486874191696295e-02
1.760243883784099239e+01,5.529517712560252929e-02
1.842115692332196630e+01,4.728206268152432973e-02
1.923987500880294377e+01,4.271614849765797972e-02
2.005859309428392123e+01,3.749028778204412798e-02
2.087731117976489514e+01,3.354695371497188466e-02
2.169602926524587616e+01,3.145663619317751875e-02
2.251474735072685007e+01,2.883561608045269453e-02
2.333346543620782398e+01,2.714879324422703535e-02
2.415218352168880500e+01,2.663394308422127599e-02
